buy_mw,sell_mw,price,datetime
104.1,365.8,7400.5,2026-01-29 19:15:00
25.1,370.6,7400.28,2026-01-29 19:30:00
92.8,374.2,4999.24,2026-01-29 19:45:00
92.8,382.8,4999.56,2026-01-29 20:00:00
89.8,385.6,4999.51,2026-01-29 20:15:00
92.5,406.9,4699.38,2026-01-29 20:30:00
89.8,408.6,4899.35,2026-01-29 20:45:00
98.5,455.2,4199.69,2026-01-29 21:00:00
98.3,455.9,4199.67,2026-01-29 21:15:00
98.0,455.6,4199.69,2026-01-29 21:30:00
98.0,456.5,4199.67,2026-01-29 21:45:00
74.5,419.2,3399.41,2026-01-29 22:00:00
74.5,420.3,3399.37,2026-01-29 22:15:00
74.6,421.6,3399.37,2026-01-29 22:30:00
76.3,421.7,3099.82,2026-01-29 22:45:00
84.3,439.6,3099.87,2026-01-29 23:00:00
84.3,440.4,3099.23,2026-01-29 23:15:00
84.3,441.2,3099.22,2026-01-29 23:30:00
84.3,442.7,3099.19,2026-01-29 23:45:00
42.09,487.49,2800.63,2026-01-30 00:00:00
41.51,488.0,2800.7,2026-01-30 00:15:00
39.59,488.7,2800.94,2026-01-30 00:30:00
39.49,491.0,2800.95,2026-01-30 00:45:00
39.2,493.0,2800.96,2026-01-30 01:00:00
38.9,494.4,2807.74,2026-01-30 01:15:00
38.9,495.5,2805.82,2026-01-30 01:30:00
38.9,495.5,2803.43,2026-01-30 01:45:00
38.4,493.8,2835.35,2026-01-30 02:00:00
38.4,493.6,2846.38,2026-01-30 02:15:00
38.83,493.1,2820.14,2026-01-30 02:30:00
46.9,490.0,2799.13,2026-01-30 02:45:00
46.9,490.4,2799.18,2026-01-30 03:00:00
46.9,488.1,2799.19,2026-01-30 03:15:00
47.0,485.5,2799.21,2026-01-30 03:30:00
47.0,482.2,2799.22,2026-01-30 03:45:00
38.6,477.0,2999.02,2026-01-30 04:00:00
38.6,476.1,2999.02,2026-01-30 04:15:00
38.6,475.3,2999.01,2026-01-30 04:30:00
38.6,473.8,2999.03,2026-01-30 04:45:00
30.9,472.0,2900.67,2026-01-30 05:00:00
30.9,470.3,2900.83,2026-01-30 05:15:00
30.7,468.6,2999.29,2026-01-30 05:30:00
30.7,467.3,3099.32,2026-01-30 05:45:00
123.26,466.1,3550.11,2026-01-30 06:00:00
114.76,465.3,3900.46,2026-01-30 06:15:00
87.43,423.6,4000.44,2026-01-30 06:30:00
54.9,423.3,4200.09,2026-01-30 06:45:00
13.2,425.7,5400.5,2026-01-30 07:00:00
13.2,420.6,5400.5,2026-01-30 07:15:00
84.41,429.3,5500.66,2026-01-30 07:30:00
83.2,439.2,5450.87,2026-01-30 07:45:00
79.2,482.7,5400.13,2026-01-30 08:00:00
113.0,495.9,4350.3,2026-01-30 08:15:00
173.62,510.0,4000.68,2026-01-30 08:30:00
252.4,525.2,3949.1,2026-01-30 08:45:00
231.8,583.9,3749.3,2026-01-30 09:00:00
208.9,598.0,3499.1,2026-01-30 09:15:00
289.6,610.5,3210.38,2026-01-30 09:30:00
334.1,591.35,2999.31,2026-01-30 09:45:00
163.0,482.9,2590.48,2026-01-30 10:00:00
196.3,484.1,2500.45,2026-01-30 10:15:00
192.12,588.0,2350.43,2026-01-30 10:30:00
190.21,586.5,2350.49,2026-01-30 10:45:00
150.99,559.3,2500.11,2026-01-30 11:00:00
149.7,554.3,2627.16,2026-01-30 11:15:00
149.8,551.2,2556.18,2026-01-30 11:30:00
220.7,548.1,2430.71,2026-01-30 11:45:00
216.9,540.1,2434.63,2026-01-30 12:00:00
161.9,537.3,2434.37,2026-01-30 12:15:00
161.8,535.5,2422.34,2026-01-30 12:30:00
176.79,533.09,2350.83,2026-01-30 12:45:00
201.9,531.0,2228.14,2026-01-30 13:00:00
199.71,529.29,2300.98,2026-01-30 13:15:00
237.2,528.1,2009.58,2026-01-30 13:30:00
257.51,527.3,2000.62,2026-01-30 13:45:00
229.25,529.6,2100.54,2026-01-30 14:00:00
237.8,529.5,2099.47,2026-01-30 14:15:00
261.8,527.9,2234.46,2026-01-30 14:30:00
270.0,524.6,2260.44,2026-01-30 14:45:00
332.6,535.2,2401.39,2026-01-30 15:00:00
290.9,528.2,2540.47,2026-01-30 15:15:00
276.34,520.3,2600.44,2026-01-30 15:30:00
212.0,510.5,2780.21,2026-01-30 15:45:00
237.7,424.1,2799.39,2026-01-30 16:00:00
152.1,422.9,2808.5,2026-01-30 16:15:00
149.9,390.14,2999.51,2026-01-30 16:30:00
83.17,427.4,3210.19,2026-01-30 16:45:00
141.3,356.05,3499.31,2026-01-30 17:00:00
39.3,353.8,3700.98,2026-01-30 17:15:00
37.84,349.6,3800.54,2026-01-30 17:30:00
48.39,329.1,4400.5,2026-01-30 17:45:00
92.1,345.5,5800.15,2026-01-30 18:00:00
74.1,349.3,9000.14,2026-01-30 18:15:00
76.1,354.8,9000.16,2026-01-30 18:30:00
84.1,359.42,6999.92,2026-01-30 18:45:00
89.1,360.0,5600.44,2026-01-30 19:00:00
36.6,363.1,4900.96,2026-01-30 19:15:00
42.3,367.9,4500.02,2026-01-30 19:30:00
47.0,371.7,4200.46,2026-01-30 19:45:00
47.0,381.1,4200.63,2026-01-30 20:00:00
47.0,384.5,4200.63,2026-01-30 20:15:00
47.0,406.8,4200.68,2026-01-30 20:30:00
47.0,408.6,4200.77,2026-01-30 20:45:00
46.8,456.8,4199.27,2026-01-30 21:00:00
46.6,458.2,4199.22,2026-01-30 21:15:00
46.3,459.4,4199.22,2026-01-30 21:30:00
46.3,461.3,4199.14,2026-01-30 21:45:00
43.1,424.8,3399.16,2026-01-30 22:00:00
43.1,426.6,3399.13,2026-01-30 22:15:00
43.2,428.5,3399.12,2026-01-30 22:30:00
44.9,428.1,3099.01,2026-01-30 22:45:00
52.9,446.5,3099.07,2026-01-30 23:00:00
52.9,447.7,3099.02,2026-01-30 23:15:00
54.9,448.89,3000.95,2026-01-30 23:30:00
60.82,450.1,3000.72,2026-01-30 23:45:00
45.8,503.3,2799.15,2026-01-31 00:00:00
45.8,503.9,2799.16,2026-01-31 00:15:00
45.8,504.3,2799.41,2026-01-31 00:30:00
45.8,506.2,2799.46,2026-01-31 00:45:00
45.6,502.6,2799.19,2026-01-31 01:00:00
45.6,498.8,2799.22,2026-01-31 01:15:00
45.6,493.8,2799.24,2026-01-31 01:30:00
45.6,488.8,2799.23,2026-01-31 01:45:00
45.6,485.0,2799.26,2026-01-31 02:00:00
45.6,482.2,2799.27,2026-01-31 02:15:00
45.6,481.0,2799.24,2026-01-31 02:30:00
45.6,480.3,2799.24,2026-01-31 02:45:00
45.6,483.3,2799.18,2026-01-31 03:00:00
45.6,482.3,2799.51,2026-01-31 03:15:00
45.7,481.2,2799.54,2026-01-31 03:30:00
45.7,480.1,2799.2,2026-01-31 03:45:00
37.8,476.6,2900.39,2026-01-31 04:00:00
37.8,474.9,2900.52,2026-01-31 04:15:00
37.8,472.4,2900.67,2026-01-31 04:30:00
37.8,469.7,2900.81,2026-01-31 04:45:00
30.1,467.7,2900.62,2026-01-31 05:00:00
30.1,466.1,2900.59,2026-01-31 05:15:00
29.9,464.4,2900.76,2026-01-31 05:30:00
29.9,463.1,2900.93,2026-01-31 05:45:00
122.9,472.8,3499.37,2026-01-31 06:00:00
110.2,472.5,3700.4,2026-01-31 06:15:00
121.94,443.1,3800.81,2026-01-31 06:30:00
107.42,445.2,3900.03,2026-01-31 06:45:00
13.2,455.9,5450.84,2026-01-31 07:00:00
13.2,459.8,5454.42,2026-01-31 07:15:00
83.54,448.2,5500.55,2026-01-31 07:30:00
82.73,455.5,5500.39,2026-01-31 07:45:00
26.1,501.6,5000.55,2026-01-31 08:00:00
110.8,512.4,4349.27,2026-01-31 08:15:00
171.06,525.1,4000.03,2026-01-31 08:30:00
307.4,524.0,3465.78,2026-01-31 08:45:00
201.05,569.7,3500.85,2026-01-31 09:00:00
329.9,583.3,3300.12,2026-01-31 09:15:00
317.7,594.6,3020.93,2026-01-31 09:30:00
316.4,570.2,2900.67,2026-01-31 09:45:00
225.6,579.4,2589.33,2026-01-31 10:00:00
221.0,584.6,2499.29,2026-01-31 10:15:00
214.8,584.9,2470.08,2026-01-31 10:30:00
219.6,585.5,2469.18,2026-01-31 10:45:00
148.9,550.3,2499.01,2026-01-31 11:00:00
148.6,545.8,2626.04,2026-01-31 11:15:00
148.8,544.8,2555.07,2026-01-31 11:30:00
151.3,541.8,2430.11,2026-01-31 11:45:00
158.5,532.9,2434.1,2026-01-31 12:00:00
187.5,529.3,2325.96,2026-01-31 12:15:00
187.63,527.0,2300.95,2026-01-31 12:30:00
191.4,524.8,2220.13,2026-01-31 12:45:00
192.21,524.29,2200.96,2026-01-31 13:00:00
191.67,523.8,2200.92,2026-01-31 13:15:00
225.1,523.2,2009.13,2026-01-31 13:30:00
228.42,522.5,2000.14,2026-01-31 13:45:00
223.74,527.9,2100.11,2026-01-31 14:00:00
225.5,527.8,2098.04,2026-01-31 14:15:00
223.95,537.6,2100.2,2026-01-31 14:30:00
232.34,533.89,2000.9,2026-01-31 14:45:00
405.57,544.7,2200.68,2026-01-31 15:00:00
362.5,537.1,2400.48,2026-01-31 15:15:00
397.4,528.9,2450.06,2026-01-31 15:30:00
282.4,519.0,2740.99,2026-01-31 15:45:00
162.3,505.6,2650.23,2026-01-31 16:00:00
160.85,492.7,2650.65,2026-01-31 16:15:00
139.6,454.2,2999.04,2026-01-31 16:30:00
109.5,449.7,3120.91,2026-01-31 16:45:00
39.3,385.2,3699.07,2026-01-31 17:00:00
39.3,374.8,3699.38,2026-01-31 17:15:00
39.3,364.3,3699.69,2026-01-31 17:30:00
10.1,358.5,5400.0,2026-01-31 17:45:00
10.9,358.2,5400.84,2026-01-31 18:00:00
87.1,360.0,5601.98,2026-01-31 18:15:00
76.1,335.5,6570.08,2026-01-31 18:30:00
91.06,337.3,6500.1,2026-01-31 18:45:00
11.1,361.3,5400.89,2026-01-31 19:00:00
11.1,366.3,5400.56,2026-01-31 19:15:00
11.4,371.9,5400.59,2026-01-31 19:30:00
46.7,377.2,4199.64,2026-01-31 19:45:00
46.7,387.6,4199.54,2026-01-31 20:00:00
46.7,393.9,4199.41,2026-01-31 20:15:00
46.7,419.1,4199.24,2026-01-31 20:30:00
46.7,424.7,4199.26,2026-01-31 20:45:00
46.5,461.2,4199.04,2026-01-31 21:00:00
46.3,464.2,4199.03,2026-01-31 21:15:00
46.0,466.3,4199.07,2026-01-31 21:30:00
46.0,467.4,4199.05,2026-01-31 21:45:00
56.5,430.6,3100.38,2026-01-31 22:00:00
56.9,432.2,3012.82,2026-01-31 22:15:00
57.0,433.0,3012.27,2026-01-31 22:30:00
75.5,432.8,2999.11,2026-01-31 22:45:00
75.5,446.9,2999.03,2026-01-31 23:00:00
75.5,447.0,2999.02,2026-01-31 23:15:00
75.5,447.0,2950.8,2026-01-31 23:30:00
78.3,447.4,2900.81,2026-01-31 23:45:00
